T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
34,Southern Asia,2021,Balance imports/exports (millions of US dollars),,,"-266,794",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
34,Southern Asia,2022,Balance imports/exports (millions of US dollars),,,"-368,645",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
34,Southern Asia,2023,Balance imports/exports (millions of US dollars),,,"-356,587",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,1995,Imports CIF (millions of US dollars),,,"155,335",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2005,Imports CIF (millions of US dollars),,,"407,407",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2010,Imports CIF (millions of US dollars),,,"749,249",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2015,Imports CIF (millions of US dollars),,,"961,378",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2021,Imports CIF (millions of US dollars),,,"1,101,386",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2022,Imports CIF (millions of US dollars),,,"1,366,855",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2023,Imports CIF (millions of US dollars),,,"1,446,138",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,1995,Exports FOB (millions of US dollars),,,"154,177",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2005,Exports FOB (millions of US dollars),,,"557,564",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2010,Exports FOB (millions of US dollars),,,"919,156",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2015,Exports FOB (millions of US dollars),,,"982,225",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2021,Exports FOB (millions of US dollars),,,"1,344,697",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2022,Exports FOB (millions of US dollars),,,"1,782,847",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2023,Exports FOB (millions of US dollars),,,"1,561,703",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,1995,Balance imports/exports (millions of US dollars),,,"-1,159",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2005,Balance imports/exports (millions of US dollars),,,"150,158",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2010,Balance imports/exports (millions of US dollars),,,"169,907",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2015,Balance imports/exports (millions of US dollars),,,"20,847",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2021,Balance imports/exports (millions of US dollars),,,"243,311",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2022,Balance imports/exports (millions of US dollars),,,"415,992",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
145,Western Asia,2023,Balance imports/exports (millions of US dollars),,,"115,565",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,1995,Imports CIF (millions of US dollars),,,"2,228,669",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2005,Imports CIF (millions of US dollars),,,"4,439,990",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2010,Imports CIF (millions of US dollars),,,"5,868,691",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2015,Imports CIF (millions of US dollars),,,"5,624,954",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2021,Imports CIF (millions of US dollars),,,"7,829,413",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2022,Imports CIF (millions of US dollars),,,"8,812,715",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2023,Imports CIF (millions of US dollars),,,"8,319,019",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,1995,Exports FOB (millions of US dollars),,,"2,320,042",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2005,Exports FOB (millions of US dollars),,,"4,527,059",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2010,Exports FOB (millions of US dollars),,,"5,904,975",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2015,Exports FOB (millions of US dollars),,,"5,944,659",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2021,Exports FOB (millions of US dollars),,,"7,991,511",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2022,Exports FOB (millions of US dollars),,,"8,722,934",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2023,Exports FOB (millions of US dollars),,,"8,436,833",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,1995,Balance imports/exports (millions of US dollars),,,"91,373",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2005,Balance imports/exports (millions of US dollars),,,"87,068",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2010,Balance imports/exports (millions of US dollars),,,"36,284",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2015,Balance imports/exports (millions of US dollars),,,"319,704",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2021,Balance imports/exports (millions of US dollars),,,"162,098",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2022,Balance imports/exports (millions of US dollars),,,"-89,781",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
150,Europe,2023,Balance imports/exports (millions of US dollars),,,"117,813",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,1995,Imports CIF (millions of US dollars),,,"161,835",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2005,Imports CIF (millions of US dollars),,,"490,657",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2010,Imports CIF (millions of US dollars),,,"868,649",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2015,Imports CIF (millions of US dollars),,,"847,978",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2021,Imports CIF (millions of US dollars),,,"1,367,451",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2022,Imports CIF (millions of US dollars),,,"1,377,499",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2023,Imports CIF (millions of US dollars),,,"1,319,897",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,1995,Exports FOB (millions of US dollars),,,"176,871",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2005,Exports FOB (millions of US dollars),,,"594,285",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2010,Exports FOB (millions of US dollars),,,"994,605",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2015,Exports FOB (millions of US dollars),,,"1,024,008",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2021,Exports FOB (millions of US dollars),,,"1,521,869",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2022,Exports FOB (millions of US dollars),,,"1,657,508",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2023,Exports FOB (millions of US dollars),,,"1,514,585",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,1995,Balance imports/exports (millions of US dollars),,,"15,036",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2005,Balance imports/exports (millions of US dollars),,,"103,628",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2010,Balance imports/exports (millions of US dollars),,,"125,955",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2015,Balance imports/exports (millions of US dollars),,,"176,030",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2021,Balance imports/exports (millions of US dollars),,,"154,418",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2022,Balance imports/exports (millions of US dollars),,,"280,009",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
151,Eastern Europe,2023,Balance imports/exports (millions of US dollars),,,"194,687",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,1995,Imports CIF (millions of US dollars),,,"470,870",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2005,Imports CIF (millions of US dollars),,,"937,990",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2010,Imports CIF (millions of US dollars),,,"1,122,240",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2015,Imports CIF (millions of US dollars),,,"1,132,440",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2021,Imports CIF (millions of US dollars),,,"1,405,232",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2022,Imports CIF (millions of US dollars),,,"1,627,067",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2023,Imports CIF (millions of US dollars),,,"1,548,810",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,1995,Exports FOB (millions of US dollars),,,"494,552",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2005,Exports FOB (millions of US dollars),,,"913,599",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2010,Exports FOB (millions of US dollars),,,"1,045,978",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2015,Exports FOB (millions of US dollars),,,"1,046,161",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2021,Exports FOB (millions of US dollars),,,"1,326,797",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2022,Exports FOB (millions of US dollars),,,"1,547,316",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2023,Exports FOB (millions of US dollars),,,"1,419,061",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,1995,Balance imports/exports (millions of US dollars),,,"23,682",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2005,Balance imports/exports (millions of US dollars),,,"-24,391",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2010,Balance imports/exports (millions of US dollars),,,"-76,262",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2015,Balance imports/exports (millions of US dollars),,,"-86,279",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2021,Balance imports/exports (millions of US dollars),,,"-78,435",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2022,Balance imports/exports (millions of US dollars),,,"-79,751",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
154,Northern Europe,2023,Balance imports/exports (millions of US dollars),,,"-129,749",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,1995,Imports CIF (millions of US dollars),,,"400,631",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2005,Imports CIF (millions of US dollars),,,"861,881",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2010,Imports CIF (millions of US dollars),,,"1,039,442",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2015,Imports CIF (millions of US dollars),,,"933,952",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2021,Imports CIF (millions of US dollars),,,"1,339,074",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2022,Imports CIF (millions of US dollars),,,"1,615,495",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2023,Imports CIF (millions of US dollars),,,"1,517,230",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,1995,Exports FOB (millions of US dollars),,,"372,435",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2005,Exports FOB (millions of US dollars),,,"660,817",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2010,Exports FOB (millions of US dollars),,,"830,354",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2015,Exports FOB (millions of US dollars),,,"886,410",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2021,Exports FOB (millions of US dollars),,,"1,248,275",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2022,Exports FOB (millions of US dollars),,,"1,361,051",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2023,Exports FOB (millions of US dollars),,,"1,378,879",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,1995,Balance imports/exports (millions of US dollars),,,"-28,196",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2005,Balance imports/exports (millions of US dollars),,,"-201,064",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2010,Balance imports/exports (millions of US dollars),,,"-209,088",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2015,Balance imports/exports (millions of US dollars),,,"-47,542",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2021,Balance imports/exports (millions of US dollars),,,"-90,799",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2022,Balance imports/exports (millions of US dollars),,,"-254,444",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
39,Southern Europe,2023,Balance imports/exports (millions of US dollars),,,"-138,352",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,1995,Imports CIF (millions of US dollars),,,"1,195,333",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2005,Imports CIF (millions of US dollars),,,"2,149,462",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2010,Imports CIF (millions of US dollars),,,"2,838,360",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2015,Imports CIF (millions of US dollars),,,"2,710,585",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2021,Imports CIF (millions of US dollars),,,"3,717,657",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2022,Imports CIF (millions of US dollars),,,"4,192,653",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2023,Imports CIF (millions of US dollars),,,"3,933,082",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,1995,Exports FOB (millions of US dollars),,,"1,276,184",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2005,Exports FOB (millions of US dollars),,,"2,358,357",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2010,Exports FOB (millions of US dollars),,,"3,034,038",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2015,Exports FOB (millions of US dollars),,,"2,988,080",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2021,Exports FOB (millions of US dollars),,,"3,894,570",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2022,Exports FOB (millions of US dollars),,,"4,157,059",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2023,Exports FOB (millions of US dollars),,,"4,124,309",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,1995,Balance imports/exports (millions of US dollars),,,"80,851",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2005,Balance imports/exports (millions of US dollars),,,"208,895",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2010,Balance imports/exports (millions of US dollars),,,"195,679",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2015,Balance imports/exports (millions of US dollars),,,"277,495",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2021,Balance imports/exports (millions of US dollars),,,"176,913",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2022,Balance imports/exports (millions of US dollars),,,"-35,594",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
155,Western Europe,2023,Balance imports/exports (millions of US dollars),,,"191,227",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,1995,Imports CIF (millions of US dollars),,,"76,756",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2005,Imports CIF (millions of US dollars),,,"161,435",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2010,Imports CIF (millions of US dollars),,,"247,608",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2015,Imports CIF (millions of US dollars),,,"256,516",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2021,Imports CIF (millions of US dollars),,,"346,165",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2022,Imports CIF (millions of US dollars),,,"405,436",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2023,Imports CIF (millions of US dollars),,,"374,830",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,1995,Exports FOB (millions of US dollars),,,"71,642",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2005,Exports FOB (millions of US dollars),,,"134,548",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2010,Exports FOB (millions of US dollars),,,"253,360",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2015,Exports FOB (millions of US dollars),,,"233,797",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2021,Exports FOB (millions of US dollars),,,"402,831",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2022,Exports FOB (millions of US dollars),,,"476,152",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2023,Exports FOB (millions of US dollars),,,"427,090",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,1995,Balance imports/exports (millions of US dollars),,,"-5,114",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2005,Balance imports/exports (millions of US dollars),,,"-26,888",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2010,Balance imports/exports (millions of US dollars),,,"5,752",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2015,Balance imports/exports (millions of US dollars),,,"-22,719",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2021,Balance imports/exports (millions of US dollars),,,"56,665",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2022,Balance imports/exports (millions of US dollars),,,"70,715",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
9,Oceania,2023,Balance imports/exports (millions of US dollars),,,"52,261",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,1995,Imports CIF (millions of US dollars),,,"71,338",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2005,Imports CIF (millions of US dollars),,,"151,453",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2010,Imports CIF (millions of US dollars),,,"232,319",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2015,Imports CIF (millions of US dollars),,,"236,642",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2021,Imports CIF (millions of US dollars),,,"310,808",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2022,Imports CIF (millions of US dollars),,,"364,150",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2023,Imports CIF (millions of US dollars),,,"338,330",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,1995,Exports FOB (millions of US dollars),,,"66,374",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2005,Exports FOB (millions of US dollars),,,"127,740",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2010,Exports FOB (millions of US dollars),,,"243,502",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2015,Exports FOB (millions of US dollars),,,"222,149",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2021,Exports FOB (millions of US dollars),,,"386,361",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2022,Exports FOB (millions of US dollars),,,"455,868",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2023,Exports FOB (millions of US dollars),,,"411,405",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,1995,Balance imports/exports (millions of US dollars),,,"-4,965",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
