T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
780,Trinidad and Tobago,2010,Balance imports/exports (millions of US dollars),S,,"4,502",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
780,Trinidad and Tobago,2015,Balance imports/exports (millions of US dollars),S,,"1,509",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
780,Trinidad and Tobago,2021,Balance imports/exports (millions of US dollars),S,,"2,860",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
780,Trinidad and Tobago,2022,Balance imports/exports (millions of US dollars),S,,"5,326",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
780,Trinidad and Tobago,2023,Balance imports/exports (millions of US dollars),S,,"2,671",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,1995,Imports CIF (millions of US dollars),G,,"7,903",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2005,Imports CIF (millions of US dollars),G,,"13,174",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2010,Imports CIF (millions of US dollars),G,,"22,215",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2015,Imports CIF (millions of US dollars),G,,"20,223",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2021,Imports CIF (millions of US dollars),G,,"22,496",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2022,Imports CIF (millions of US dollars),G,,"26,673",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2023,Imports CIF (millions of US dollars),G,,"25,897",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,1995,Exports FOB (millions of US dollars),G,,"5,475",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2005,Exports FOB (millions of US dollars),G,,"10,494",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2010,Exports FOB (millions of US dollars),G,,"16,427",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2015,Exports FOB (millions of US dollars),G,,"14,073",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2021,Exports FOB (millions of US dollars),G,,"16,695",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2022,Exports FOB (millions of US dollars),G,,"18,545",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2023,Exports FOB (millions of US dollars),G,,"20,280",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,1995,Balance imports/exports (millions of US dollars),G,,"-2,428",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2005,Balance imports/exports (millions of US dollars),G,,"-2,681",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2010,Balance imports/exports (millions of US dollars),G,,"-5,789",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2015,Balance imports/exports (millions of US dollars),G,,"-6,149",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2021,Balance imports/exports (millions of US dollars),G,,"-5,801",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2022,Balance imports/exports (millions of US dollars),G,,"-8,127",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
788,Tunisia,2023,Balance imports/exports (millions of US dollars),G,,"-5,617",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,1995,Imports CIF (millions of US dollars),G,,"35,707",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2005,Imports CIF (millions of US dollars),G,,"116,774",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2010,Imports CIF (millions of US dollars),G,,"185,544",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2015,Imports CIF (millions of US dollars),G,,"213,619",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2021,Imports CIF (millions of US dollars),G,,"271,426",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2022,Imports CIF (millions of US dollars),G,,"363,711",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2023,Imports CIF (millions of US dollars),G,,"361,774",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,1995,Exports FOB (millions of US dollars),G,,"21,599",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2005,Exports FOB (millions of US dollars),G,,"73,476",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2010,Exports FOB (millions of US dollars),G,,"113,883",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2015,Exports FOB (millions of US dollars),G,,"150,982",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2021,Exports FOB (millions of US dollars),G,,"225,214",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2022,Exports FOB (millions of US dollars),G,,"254,170",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2023,Exports FOB (millions of US dollars),G,,"255,777",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,1995,Balance imports/exports (millions of US dollars),G,,"-14,109",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2005,Balance imports/exports (millions of US dollars),G,,"-43,298",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2010,Balance imports/exports (millions of US dollars),G,,"-71,661",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2015,Balance imports/exports (millions of US dollars),G,,"-62,637",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2021,Balance imports/exports (millions of US dollars),G,,"-46,211",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2022,Balance imports/exports (millions of US dollars),G,,"-109,541",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
792,Türkiye,2023,Balance imports/exports (millions of US dollars),G,,"-105,997",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,1995,Imports CIF (millions of US dollars),S,,"1,364",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2005,Imports CIF (millions of US dollars),S,,"2,217",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2010,Imports CIF (millions of US dollars),S,,"2,400",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2015,Imports CIF (millions of US dollars),S,,"6,193",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2021,Imports CIF (millions of US dollars),S,,"4,022",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2022,Imports CIF (millions of US dollars),S,,"3,614",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2023,Imports CIF (millions of US dollars),S,,"3,571",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,1995,Exports FOB (millions of US dollars),S,,677,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2005,Exports FOB (millions of US dollars),S,,"3,009",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2010,Exports FOB (millions of US dollars),S,,"3,335",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2015,Exports FOB (millions of US dollars),S,,"9,666",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2021,Exports FOB (millions of US dollars),S,,"9,377",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2022,Exports FOB (millions of US dollars),S,,"13,527",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2023,Exports FOB (millions of US dollars),S,,"13,882",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,1995,Balance imports/exports (millions of US dollars),S,,-687,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2005,Balance imports/exports (millions of US dollars),S,,792,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2010,Balance imports/exports (millions of US dollars),S,,935,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2015,Balance imports/exports (millions of US dollars),S,,"3,473",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2021,Balance imports/exports (millions of US dollars),S,,"5,355",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2022,Balance imports/exports (millions of US dollars),S,,"9,913",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
795,Turkmenistan,2023,Balance imports/exports (millions of US dollars),S,,"10,311",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,1995,Imports CIF (millions of US dollars),G,,51,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2005,Imports CIF (millions of US dollars),G,,304,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2010,Imports CIF (millions of US dollars),G,,302,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2015,Imports CIF (millions of US dollars),G,,410,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2021,Imports CIF (millions of US dollars),G,,485,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2022,Imports CIF (millions of US dollars),G,,681,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,1995,Exports FOB (millions of US dollars),G,,5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2005,Exports FOB (millions of US dollars),G,,15,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2010,Exports FOB (millions of US dollars),G,,16,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2015,Exports FOB (millions of US dollars),G,,5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2021,Exports FOB (millions of US dollars),G,,11,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2022,Exports FOB (millions of US dollars),G,,3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,1995,Balance imports/exports (millions of US dollars),G,,-46,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2005,Balance imports/exports (millions of US dollars),G,,-289,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2010,Balance imports/exports (millions of US dollars),G,,-286,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2015,Balance imports/exports (millions of US dollars),G,,-405,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2021,Balance imports/exports (millions of US dollars),G,,-474,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
796,Turks and Caicos Islands,2022,Balance imports/exports (millions of US dollars),G,,-679,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,1995,Imports CIF (millions of US dollars),G,,6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2005,Imports CIF (millions of US dollars),G,,13,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2010,Imports CIF (millions of US dollars),G,,12,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2015,Imports CIF (millions of US dollars),G,,44,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2021,Imports CIF (millions of US dollars),G,,87,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2022,Imports CIF (millions of US dollars),G,,101,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2023,Imports CIF (millions of US dollars),G,,78,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,1995,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2005,Exports FOB (millions of US dollars),G,,0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2010,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2015,Exports FOB (millions of US dollars),G,,3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2021,Exports FOB (millions of US dollars),G,,26,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2022,Exports FOB (millions of US dollars),G,,23,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2023,Exports FOB (millions of US dollars),G,,11,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,1995,Balance imports/exports (millions of US dollars),G,,-6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2005,Balance imports/exports (millions of US dollars),G,,-13,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2010,Balance imports/exports (millions of US dollars),G,,-12,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2015,Balance imports/exports (millions of US dollars),G,,-41,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2021,Balance imports/exports (millions of US dollars),G,,-61,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2022,Balance imports/exports (millions of US dollars),G,,-78,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
798,Tuvalu,2023,Balance imports/exports (millions of US dollars),G,,-67,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,1995,Imports CIF (millions of US dollars),G,,"1,038",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2005,Imports CIF (millions of US dollars),G,,"2,054",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2010,Imports CIF (millions of US dollars),G,,"4,664",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2015,Imports CIF (millions of US dollars),G,,"5,528",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2021,Imports CIF (millions of US dollars),G,,"9,086",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2022,Imports CIF (millions of US dollars),G,,"9,803",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2023,Imports CIF (millions of US dollars),G,,"12,568",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,1995,Exports FOB (millions of US dollars),G,,575,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2005,Exports FOB (millions of US dollars),G,,813,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2010,Exports FOB (millions of US dollars),G,,"1,619",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2015,Exports FOB (millions of US dollars),G,,"2,267",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2021,Exports FOB (millions of US dollars),G,,"3,965",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2022,Exports FOB (millions of US dollars),G,,"3,581",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2023,Exports FOB (millions of US dollars),G,,"5,610",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,1995,Balance imports/exports (millions of US dollars),G,,-462,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2005,Balance imports/exports (millions of US dollars),G,,"-1,241",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2010,Balance imports/exports (millions of US dollars),G,,"-3,046",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2015,Balance imports/exports (millions of US dollars),G,,"-3,261",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2021,Balance imports/exports (millions of US dollars),G,,"-5,121",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2022,Balance imports/exports (millions of US dollars),G,,"-6,222",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
800,Uganda,2023,Balance imports/exports (millions of US dollars),G,,"-6,958",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,1995,Imports CIF (millions of US dollars),G,,"15,484",Estimate.;The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2005,Imports CIF (millions of US dollars),G,,"36,122",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2010,Imports CIF (millions of US dollars),G,,"60,737",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2015,Imports CIF (millions of US dollars),G,,"37,516",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2021,Imports CIF (millions of US dollars),G,,"69,963",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2022,Imports CIF (millions of US dollars),G,,"55,224",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2023,Imports CIF (millions of US dollars),G,,"63,562",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,1995,Exports FOB (millions of US dollars),G,,"13,128",Estimate.;The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2005,Exports FOB (millions of US dollars),G,,"34,228",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2010,Exports FOB (millions of US dollars),G,,"51,430",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2015,Exports FOB (millions of US dollars),G,,"38,127",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2021,Exports FOB (millions of US dollars),G,,"65,870",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2022,Exports FOB (millions of US dollars),G,,"44,443",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2023,Exports FOB (millions of US dollars),G,,"36,186",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,1995,Balance imports/exports (millions of US dollars),G,,"-2,356",Estimate.;The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2005,Balance imports/exports (millions of US dollars),G,,"-1,894",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
804,Ukraine,2010,Balance imports/exports (millions of US dollars),G,,"-9,307",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
